"","x","y"
"1",8.91669176641897,2.81509628186817
"2",4.63784495686338,-0.355478718947086
"3",6.18506292316314,4.29577800157356
"4",9.04187768685981,5.69092367136539
"5",7.10399621020685,3.18561558293993
"6",5.18312052261238,4.07089124011551
"7",9.88657733790629,1.69051272601019
"8",4.75250518354452,4.52301876750609
"9",7.50929911159143,4.19841470697246
"10",5.9376283156149,3.49345986192778
"11",3.71394649433757,1.13777625218827
"12",4.68907878758654,3.21049460840241
"13",5.5226175894513,5.20454512827423
"14",2.95306519444866,1.59797262574329
"15",3.55579051212961,2.52570164078159
"16",8.40283769048445,2.28096295353662
"17",4.53386914643819,0.522740058340159
"18",7.15366553960538,1.1604957473005
"19",7.94701605841645,4.288530778772
"20",3.2818529726854,6.59463640488774
"21",10.6386997950975,-0.353563825856632
"22",6.40000077982778,1.0594217873449
"23",8.22273701673672,2.80673870889297
"24",4.40352092066125,8.20614982352208
"25",3.06180032259432,4.18154335365042
"26",7.10434726278156,4.20337483949218
"27",5.59114941883699,0.308910407694069
"28",8.42241537116524,4.00736499586242
"29",3.17678711590382,3.86337728152983
"30",8.1733505545457,1.02133209680898
"31",5.56920659825311,1.15969456947434
"32",2.15720144392226,-0.207351820207371
"33",7.50446203715246,4.06185581078467
"34",6.41899238695324,2.17529997213985
"35",5.04169300044809,1.92317193784845
"36",3.67480263577165,3.26672051449295
"37",5.62660749739356,3.69298561360351
"38",4.97778323740238,2.73694152222121
"39",5.91718604359798,1.09478205571988
"40",6.70942389590719,6.30326766987511
"41",6.47368545200752,6.81216524536289
"42",5.59597053366858,5.09648930738224
"43",6.72512022390897,0.271222172005044
"44",7.17743472625855,5.39682377765381
"45",4.13805738350318,1.5142528739175
"46",3.46194880816036,0.929824919209059
"47",0.964616113604229,4.02039670168612
"48",7.59645622587567,2.84281980551818
"49",9.16211733547376,4.32079072117569
"50",6.87091263488441,2.25449227946158
"51",7.07851015371711,2.61776989574569
"52",9.0993051040525,0.141892688200516
"53",6.86968694162982,5.2907018016251
"54",7.26188424844897,3.99747324002964
"55",3.79293175079111,0.324619489007828
"56",5.88939408583069,3.60270788404654
"57",3.87547255689879,6.17735695457807
"58",7.44419615962576,3.69303711466185
"59",6.56346302525793,5.16176661591502
"60",1.38389993986512,2.93103458809185
"61",8.05281783525098,2.87980570022758
"62",6.16248083466708,0.555684027638427
"63",8.16089001105631,2.47241588171475
"64",7.88069645820735,-0.603661044047902
"65",8.89522778953621,4.03878654048318
"66",6.18101528805017,0.559468512342616
"67",2.13797480472213,-0.388962296955332
"68",6.82585951052238,8.00016240319729
"69",6.15326171278697,4.53505570700935
"70",5.98242573141647,5.07714143742373
"71",4.77125741597499,3.52964012331388
"72",5.38425107576912,1.42825158133066
"73",6.57162744488779,2.81404616332167
"74",7.19158930120915,-0.345526951165789
"75",5.25139600493961,-0.598983835616038
