"","x","y"
"1",4.31055191646877,9.79210451216175
"2",3.47264626040442,8.36458467510547
"3",3.1666983022081,8.50339798420089
"4",2.13163623731045,8.20699293325707
"5",6.21867866512044,9.59979478777856
"6",2.38087717617079,6.78192543626314
"7",1.36112789226662,10.4761246109597
"8",4.43439732450032,8.74164128698672
"9",4.88983846931723,6.31420783807284
"10",3.21035202249894,8.92724619560684
"11",4.32142540868961,5.62552317985017
"12",3.24647214616731,6.93466288087163
"13",6.41436413723786,5.88290626270031
"14",4.47359219810527,6.97123542497045
"15",1.26231660603957,9.45319293902819
"16",2.61711573434606,6.3926245580705
"17",5.32641879758499,10.374895386778
"18",6.53123374744476,7.53172854464189
"19",2.64825454910955,5.29380983948685
"20",4.26111636337492,10.6517295260413
"21",2.98059839392686,8.40383077500833
"22",7.3290249603469,9.28920991400681
"23",3.14892893238489,6.39283049164705
"24",5.39187086683646,4.96185697591453
"25",3.47896821944851,6.7548068578217
"26",4.4803774655649,5.00428039331761
"27",2.33533432317384,7.83546406089269
"28",4.0005190512661,8.70237485420277
"29",4.78369656111194,9.55753937776217
"30",1.68352862217023,10.0147646115692
"31",5.6915510406426,9.70559002733356
"32",3.74760347650337,8.30246679206561
"33",1.5498212949964,9.32776846862031
"34",4.53080445663428,10.1377879668913
"35",4.51155006542072,9.00752190895162
"36",3.51245379964664,6.26958440238153
"37",3.99733478325056,7.38266934047767
"38",5.52030449547307,9.37612500365878
"39",2.80899006075495,11.3835498946377
"40",4.57383291977058,7.56305606018451
"41",3.46879741083747,8.2374552219835
"42",1.14089731756439,8.15092990267194
"43",5.33657991052394,5.88243833618958
"44",4.43515875929793,8.66936934262657
"45",2.25945807857766,6.78630718369929
"46",0.557685265175083,6.90353576437376
"47",3.63514451420854,7.6544813849138
"48",5.4989442229924,8.47379012756089
"49",5.56005142153993,8.86108131486517
"50",2.54482336618918,9.0182138081829
"51",3.74804847073893,7.43866103297833
"52",1.81307334415567,6.06271551314653
"53",4.43635633936123,9.63573348732645
"54",5.34909199663409,8.85232242485198
"55",5.90007049500918,9.14586274951164
"56",5.95353437255083,6.15032240400295
"57",3.62112558619744,6.67389696932628
"58",3.93394916680381,8.60766138954988
"59",4.64560345333245,9.022924368854
"60",2.96680603118657,6.60062795359087
"61",4.55902080130075,11.1986527049862
"62",5.82479305121248,6.81029836194158
"63",0.852017945616535,9.69642119060829
"64",5.03419115095736,10.4286008803411
"65",2.53006369285198,10.9145428562175
"66",5.87960417508838,6.40044177978026
"67",5.18252214333416,8.25119979340023
"68",5.03314610543999,7.30602961151663
"69",4.35596905152556,6.38478659379553
"70",3.49176553657934,6.22928568899945
"71",5.47908122389244,8.16149657582983
"72",3.77515155787444,6.87843561925429
"73",4.61867167675897,9.87974420348316
"74",5.76416020653729,8.1627845493184
"75",5.67095911649169,6.47252466885327
"76",5.94885504026774,9.328546052419
"77",5.00252367674383,8.44208130709474
"78",4.45169992656364,8.6437521226975
"79",1.63117832371811,7.72205498765719
"80",6.03258114811346,10.2444956942671
"81",3.31263260523217,5.98663594884925
"82",5.22998636415778,7.65615641699124
"83",4.08112647742279,11.1346961757566
"84",3.99528402998115,10.2155251508184
"85",4.13357281664164,7.24864027668629
"86",5.20838818170996,9.21872757003175
"87",5.77039565317992,9.75471049736664
"88",1.83155617884859,9.91166186555188
"89",3.67170249802946,8.76813831169979
"90",3.46404250319909,6.80611782722364
"91",4.34511582460019,7.91006608938967
"92",4.68746591273752,7.69073403606042
"93",4.72142227972379,8.91887086649896
"94",5.67296019552877,8.48857945299777
"95",1.41626088343615,6.89937932612396
"96",0.891901744793729,9.52863452795882
"97",4.52695516461423,8.89013604683487
"98",1.34256305216709,7.59771216418245
"99",1.28373723722749,10.7326525384314
"100",5.15102534824664,9.42478673467174
